brand_part_number,Brand,brand_abbr,Stock,Price,expedite_eligibe,two_day_surcharge,overnight_surcharge
ACA84530,TRQ,TRQ,20,62.85,1,35.95,49.95
ACA84531,TRQ,TRQ,20,70.85,1,27.95,41.95
ACA84532,TRQ,TRQ,20,93.85,1,44.95,61.95
ACA84533,TRQ,TRQ,16,73.85,1,31.95,45.95
ACA84535,TRQ,TRQ,14,53.85,1,27.95,42.95
ACA84536,TRQ,TRQ,13,55.85,1,20.95,36.95
ACA84537,TRQ,TRQ,12,59.85,1,21.95,37.95
ACA84539,TRQ,TRQ,1,56.85,1,21.95,37.95
ACA84540,TRQ,TRQ,18,54.85,1,36.95,50.95
ACA84541,TRQ,TRQ,2,67.85,1,31.95,45.95
ACA84542,TRQ,TRQ,15,59.85,1,18.95,31.95
ACA84543,TRQ,TRQ,20,54.85,1,18.95,32.95
ACA84546,TRQ,TRQ,20,52.85,1,24.95,38.95
ACA84547,TRQ,TRQ,7,63.85,1,20.95,32.95
ACA84548,TRQ,TRQ,20,62.85,1,23.95,37.95
ACA84551,TRQ,TRQ,20,66.85,1,23.95,38.95
ACA84552,TRQ,TRQ,20,71.85,1,42.95,56.95
ACA84553,TRQ,TRQ,20,70.85,1,25.95,37.95
ACA84561,TRQ,TRQ,16,78.85,1,34.95,50.95
ACA84562,TRQ,TRQ,20,63.85,1,12.95,23.95
ACA84564,TRQ,TRQ,15,48.85,1,17.95,32.95
ACA84567,TRQ,TRQ,20,67.85,1,31.95,45.95
ACA84568,TRQ,TRQ,20,70.85,1,22.95,37.95
ACA84569,TRQ,TRQ,20,62.85,1,23.95,38.95
ACA84570,TRQ,TRQ,20,65.85,1,22.95,38.95
ACA84571,TRQ,TRQ,20,59.85,1,20.95,32.95
ACA84573,TRQ,TRQ,9,69.85,1,40.95,56.95
ACA84574,TRQ,TRQ,5,55.85,1,16.95,31.95
ACA84575,TRQ,TRQ,20,53.85,1,19.95,31.95
ACA84576,TRQ,TRQ,1,57.85,1,25.95,40.95
ACA84579,TRQ,TRQ,20,64.85,1,27.95,42.95
ACA84580,TRQ,TRQ,12,58.85,1,20.95,32.95
ACA84581,TRQ,TRQ,20,85.85,1,29.95,45.95
ACA84582,TRQ,TRQ,20,55.85,1,21.95,37.95
ACA84584,TRQ,TRQ,16,49.85,1,15.95,31.95
ACA84585,TRQ,TRQ,7,63.85,1,35.95,50.95
ACA84586,TRQ,TRQ,18,44.85,1,18.95,31.95
ACA84587,TRQ,TRQ,9,71.85,1,22.95,37.95
ACA84588,TRQ,TRQ,13,63.85,1,29.95,45.95
ACA84589,TRQ,TRQ,20,55.85,1,17.95,32.95
ACA84590,TRQ,TRQ,12,59.85,1,20.95,32.95
ACA84591,TRQ,TRQ,12,61.85,1,18.95,32.95
ACA84592,TRQ,TRQ,8,59.85,1,13.95,30.95
ACA84594,TRQ,TRQ,20,122.85,1,43.95,58.95
ACA84595,TRQ,TRQ,20,67.85,1,23.95,38.95
ACA84596,TRQ,TRQ,0,54.85,1,27.95,42.95
ACA84597,TRQ,TRQ,20,57.85,1,17.95,32.95
ACA84598,TRQ,TRQ,14,67.85,1,18.95,32.95
ACA84600,TRQ,TRQ,14,64.85,1,24.95,37.95
ACA84601,TRQ,TRQ,16,53.85,1,18.95,32.95
ACA84602,TRQ,TRQ,9,55.85,1,27.95,42.95
ACA84604,TRQ,TRQ,12,67.85,1,24.95,38.95
ACA84605,TRQ,TRQ,20,55.85,1,15.95,32.95
ACA84607,TRQ,TRQ,20,52.85,1,30.95,45.95
ACA84609,TRQ,TRQ,20,63.85,1,15.95,31.95
ACA84613,TRQ,TRQ,20,56.85,1,16.95,31.95
ACA84615,TRQ,TRQ,3,67.85,1,23.95,37.95
ACA84616,TRQ,TRQ,20,59.85,1,15.95,32.95
ACA84618,TRQ,TRQ,20,60.85,1,18.95,31.95
ACA84620,TRQ,TRQ,20,64.85,1,23.95,38.95
ACA84621,TRQ,TRQ,20,67.85,1,29.95,45.95
ACA84622,TRQ,TRQ,15,59.85,1,36.95,49.95
ACA84623,TRQ,TRQ,20,54.85,1,35.95,50.95
ACA84624,TRQ,TRQ,20,63.85,1,21.95,37.95
ACA84625,TRQ,TRQ,14,56.85,1,22.95,37.95
ACA84626,TRQ,TRQ,13,63.85,1,24.95,38.95
ACA84627,TRQ,TRQ,20,56.85,1,18.95,32.95
ACA84629,TRQ,TRQ,7,59.85,1,25.95,37.95
ACA84630,TRQ,TRQ,13,75.85,1,17.95,32.95
ACA84631,TRQ,TRQ,11,63.85,1,21.95,37.95
ACA84632,TRQ,TRQ,6,55.85,1,22.95,37.95
ACA84633,TRQ,TRQ,20,56.85,1,29.95,45.95
ACA84635,TRQ,TRQ,20,54.85,1,20.95,36.95
ACA84637,TRQ,TRQ,0,49.85,1,15.95,32.95
ACA84638,TRQ,TRQ,20,71.85,1,21.95,37.95
ACA84639,TRQ,TRQ,20,73.85,1,19.95,31.95
ACA84640,TRQ,TRQ,19,71.85,1,41.95,55.95
ACA84642,TRQ,TRQ,15,59.85,1,18.95,31.95
ACA84643,TRQ,TRQ,19,71.85,1,23.95,37.95
ACA84644,TRQ,TRQ,20,59.85,1,30.95,44.95
ACA84645,TRQ,TRQ,20,87.85,1,37.95,54.95
ACA84647,TRQ,TRQ,15,62.85,1,25.95,40.95
ACA84650,TRQ,TRQ,2,52.85,1,17.95,32.95
ACA84651,TRQ,TRQ,20,79.85,1,46.95,61.95
ACA84652,TRQ,TRQ,4,55.85,1,13.95,30.95
ACA84653,TRQ,TRQ,20,59.85,1,15.95,31.95
ACA84654,TRQ,TRQ,19,83.85,1,19.95,32.95
ACA84655,TRQ,TRQ,18,58.85,1,18.95,32.95
ACA84656,TRQ,TRQ,2,86.85,1,41.95,55.95
ACA84657,TRQ,TRQ,11,59.85,1,21.95,37.95
ACA84658,TRQ,TRQ,15,71.85,1,18.95,32.95
ACA84659,TRQ,TRQ,20,72.85,1,16.95,31.95
ACA84660,TRQ,TRQ,20,67.85,1,35.95,50.95
ACA84661,TRQ,TRQ,6,63.85,1,39.95,56.95
ACA84663,TRQ,TRQ,20,69.85,1,21.95,37.95
ACA84664,TRQ,TRQ,4,60.85,1,21.95,37.95
ACA84665,TRQ,TRQ,14,63.85,1,34.95,50.95
ACA84668,TRQ,TRQ,20,48.85,1,10.95,22.95
ACA84669,TRQ,TRQ,20,72.85,1,41.95,55.95
ACA84671,TRQ,TRQ,17,58.85,1,24.95,38.95
ACA84672,TRQ,TRQ,17,47.85,1,18.95,32.95
ACA84673,TRQ,TRQ,6,63.85,1,31.95,44.95
ACA84675,TRQ,TRQ,12,60.85,1,17.95,32.95
ACA84676,TRQ,TRQ,16,67.85,1,35.95,50.95
ACA84677,TRQ,TRQ,15,71.85,1,31.95,45.95
ACA84679,TRQ,TRQ,7,67.85,1,18.95,32.95
ACA84680,TRQ,TRQ,20,57.85,1,21.95,37.95
ACA84681,TRQ,TRQ,18,64.85,1,13.95,29.95
ACA84684,TRQ,TRQ,20,70.85,1,23.95,38.95
ACA84685,TRQ,TRQ,20,71.85,1,17.95,32.95
ACA84686,TRQ,TRQ,13,63.85,1,11.95,22.95
ACA84687,TRQ,TRQ,0,65.85,1,11.95,22.95
ACA84688,TRQ,TRQ,16,63.85,1,22.95,38.95
ACA84691,TRQ,TRQ,20,63.85,1,18.95,31.95
ACA84692,TRQ,TRQ,10,72.85,1,19.95,31.95
ACA84693,TRQ,TRQ,11,78.85,1,29.95,45.95
ACA84694,TRQ,TRQ,3,73.85,1,29.95,45.95
ACA84695,TRQ,TRQ,4,52.85,1,9.95,21.95
ACA84698,TRQ,TRQ,9,55.85,1,25.95,38.95
ACA84699,TRQ,TRQ,18,51.85,1,21.95,37.95
ACA84700,TRQ,TRQ,4,71.85,1,20.95,32.95
ACA84701,TRQ,TRQ,4,55.85,1,17.95,32.95
ACA84702,TRQ,TRQ,5,56.85,1,27.95,41.95
ACA84704,TRQ,TRQ,20,59.85,1,18.95,32.95
ACA84705,TRQ,TRQ,9,71.85,1,23.95,37.95
ACA84707,TRQ,TRQ,8,55.85,1,12.95,25.95
ACA84708,TRQ,TRQ,20,51.85,1,16.95,31.95
ACA84709,TRQ,TRQ,20,63.85,1,25.95,39.95
ACA84711,TRQ,TRQ,20,62.85,1,18.95,32.95
ACA84712,TRQ,TRQ,16,55.85,1,10.95,22.95
ACA84713,TRQ,TRQ,17,79.85,1,27.95,41.95
ACA84714,TRQ,TRQ,6,79.85,1,31.95,45.95
ACA84716,TRQ,TRQ,12,76.85,1,36.95,49.95
ACA84717,TRQ,TRQ,0,50.85,1,25.95,40.95
ACA84718,TRQ,TRQ,17,63.85,1,16.95,31.95
ACA84719,TRQ,TRQ,20,71.85,1,15.95,31.95
ACA84720,TRQ,TRQ,20,60.85,1,23.95,38.95
ACA84722,TRQ,TRQ,17,55.85,1,29.95,45.95
ACA84723,TRQ,TRQ,15,73.85,1,34.95,50.95
ACA84724,TRQ,TRQ,13,56.85,1,17.95,32.95
ACA84726,TRQ,TRQ,6,67.85,1,15.95,32.95
ACA84727,TRQ,TRQ,17,52.85,1,20.95,32.95
ACA84728,TRQ,TRQ,6,91.85,1,38.95,54.95
ACA84729,TRQ,TRQ,20,60.85,1,21.95,37.95
ACA84730,TRQ,TRQ,19,63.85,1,32.95,49.95
ACA84732,TRQ,TRQ,18,56.85,1,12.95,23.95
ACA84733,TRQ,TRQ,19,64.85,1,27.95,41.95
ACA84734,TRQ,TRQ,19,58.85,1,11.95,22.95
ACA84735,TRQ,TRQ,8,67.85,1,11.95,22.95
ACA84736,TRQ,TRQ,4,59.85,1,22.95,38.95
ACA84737,TRQ,TRQ,18,59.85,1,22.95,38.95
ACA84738,TRQ,TRQ,20,63.85,1,17.95,32.95
ACA84741,TRQ,TRQ,13,51.85,1,11.95,24.95
ACA84742,TRQ,TRQ,5,63.85,1,29.95,44.95
ACA84743,TRQ,TRQ,15,57.85,1,24.95,37.95
ACA84746,TRQ,TRQ,20,59.85,1,25.95,40.95
ACA84747,TRQ,TRQ,14,61.85,1,39.95,56.95
ACA84748,TRQ,TRQ,16,68.85,1,42.95,56.95
ACA84751,TRQ,TRQ,11,67.85,1,16.95,31.95
ACA84963,TRQ,TRQ,16,67.85,1,24.95,38.95
ACA84964,TRQ,TRQ,9,80.85,1,29.95,45.95
ACA86027,TRQ,TRQ,20,75.85,1,34.95,50.95
ACA86821,TRQ,TRQ,19,75.85,1,15.95,31.95
ACA86924,TRQ,TRQ,20,54.85,1,34.95,50.95
ACA87059,TRQ,TRQ,17,54.85,1,20.95,32.95
ACA87091,TRQ,TRQ,6,51.85,1,25.95,38.95
ACA87108,TRQ,TRQ,17,55.85,1,18.95,32.95
ACA87312,TRQ,TRQ,14,69.85,1,22.95,37.95
ACA87487,TRQ,TRQ,19,67.85,1,30.95,45.95
ACA87606,TRQ,TRQ,7,95.85,1,47.95,61.95
ACA88402,TRQ,TRQ,14,90.85,1,33.95,49.95
ACA88436,TRQ,TRQ,19,67.85,1,27.95,42.95
ACA88452,TRQ,TRQ,3,56.85,1,18.95,31.95
ACA88471,TRQ,TRQ,18,84.85,1,36.95,50.95
ACA88472,TRQ,TRQ,20,55.85,1,17.95,32.95
ACA88474,TRQ,TRQ,2,79.85,1,11.95,23.95
ACA88492,TRQ,TRQ,13,69.85,1,12.95,23.95
ACA88494,TRQ,TRQ,20,55.85,1,27.95,42.95
ACA88511,TRQ,TRQ,12,50.85,1,15.95,31.95
ACA88521,TRQ,TRQ,3,99.85,1,33.95,49.95
ACA88522,TRQ,TRQ,7,71.85,1,18.95,32.95
ACA88529,TRQ,TRQ,20,57.85,1,20.95,32.95
ACA88668,TRQ,TRQ,0,52.85,1,13.95,29.95
ACA88692,TRQ,TRQ,14,67.85,1,18.95,31.95
ACA88699,TRQ,TRQ,9,59.85,1,44.95,62.95
ACA88701,TRQ,TRQ,13,75.85,1,24.95,38.95
ACA88703,TRQ,TRQ,11,51.85,1,10.95,22.95
ACA88704,TRQ,TRQ,17,59.85,1,12.95,23.95
ACA88705,TRQ,TRQ,6,50.85,1,15.95,31.95
ACA88706,TRQ,TRQ,20,63.85,1,12.95,23.95
ACA88707,TRQ,TRQ,13,62.85,1,22.95,38.95
ACA88709,TRQ,TRQ,14,73.85,1,16.95,31.95
ACA88710,TRQ,TRQ,20,58.85,1,17.95,32.95
ACA88720,TRQ,TRQ,15,45.85,1,11.95,24.95
ACA88723,TRQ,TRQ,6,59.85,1,10.95,22.95
ACA88726,TRQ,TRQ,9,46.85,1,18.95,31.95
ACA88727,TRQ,TRQ,20,59.85,1,11.95,23.95
ACA88730,TRQ,TRQ,20,83.85,1,31.95,45.95
ACA88731,TRQ,TRQ,0,71.85,1,16.95,31.95
ACA88732,TRQ,TRQ,17,59.85,1,12.95,23.95
ACA88734,TRQ,TRQ,15,65.85,1,19.95,31.95
ACA88735,TRQ,TRQ,10,58.85,1,17.95,32.95
ACA88736,TRQ,TRQ,14,63.85,1,15.95,31.95
ACA90541,TRQ,TRQ,13,67.85,0,,
ADA02003,TRQ,TRQ,20,106.85,0,,
ADA02004,TRQ,TRQ,0,97.85,1,9.95,21.95
ADA02005,TRQ,TRQ,20,88.85,1,9.95,19.95
ADA02006,TRQ,TRQ,20,88.85,1,9.95,19.95
ADA02007,TRQ,TRQ,20,106.85,1,9.95,19.95
ADA02008,TRQ,TRQ,0,108.85,1,9.95,23.95
ADA02009,TRQ,TRQ,0,87.85,1,9.95,23.95
ADA02010,TRQ,TRQ,20,123.85,1,9.95,19.95
ADA02011,TRQ,TRQ,20,99.85,1,12.95,26.95
ADA02012,TRQ,TRQ,0,99.85,1,9.95,21.95
ADA02013,TRQ,TRQ,0,116.85,1,11.95,24.95
ADA02014,TRQ,TRQ,7,91.85,1,14.95,26.95
ADA02015,TRQ,TRQ,9,91.85,1,14.95,26.95
ADA02016,TRQ,TRQ,0,90.85,1,9.95,23.95
ADA02017,TRQ,TRQ,20,87.85,1,11.95,24.95
ADA02018,TRQ,TRQ,11,121.85,1,32.95,46.95
ADA02019,TRQ,TRQ,20,86.85,1,9.95,23.95
ADA02020,TRQ,TRQ,9,91.85,1,14.95,26.95
ADA02021,TRQ,TRQ,0,143.85,1,9.95,19.95
ADA02022,TRQ,TRQ,20,91.85,1,11.95,24.95
ADA02023,TRQ,TRQ,0,87.85,1,11.95,24.95
ADA02025,TRQ,TRQ,8,75.85,1,10.95,19.95
ADA02026,TRQ,TRQ,20,67.85,1,9.95,19.95
ADA02027,TRQ,TRQ,0,97.85,1,9.95,19.95
ADA02031,TRQ,TRQ,8,90.85,0,,
ADA02032,TRQ,TRQ,15,123.85,0,,
ADA02033,TRQ,TRQ,8,101.85,0,,
ADA02034,TRQ,TRQ,8,88.85,0,,
ADA02035,TRQ,TRQ,0,83.85,1,11.95,24.95
ADA02036,TRQ,TRQ,0,79.85,1,9.95,23.95
ADA02042,TRQ,TRQ,9,90.85,1,9.95,19.95
ADA02043,TRQ,TRQ,0,84.85,1,9.95,19.95
ADA02044,TRQ,TRQ,0,116.85,0,,
ADA02045,TRQ,TRQ,0,77.85,0,,
ADA02046,TRQ,TRQ,8,147.85,0,,
ADA02075,TRQ,TRQ,0,104.85,1,9.95,19.95
ADA02079,TRQ,TRQ,14,90.85,1,9.95,20.95
ADA30470,TRQ,TRQ,8,92.85,1,14.95,26.95
ADA35435,TRQ,TRQ,6,104.85,1,10.95,25.95
ADA39406,TRQ,TRQ,12,98.85,1,11.95,24.95
ADA40437,TRQ,TRQ,0,95.85,1,9.95,19.95
ADA49957,TRQ,TRQ,20,79.85,1,10.95,19.95
ADA49958,TRQ,TRQ,20,77.85,1,10.95,19.95
ADA49960,TRQ,TRQ,20,76.85,1,10.95,19.95
ADA49961,TRQ,TRQ,6,73.85,1,9.95,19.95
ADA49962,TRQ,TRQ,0,73.85,1,9.95,19.95
ADA49963,TRQ,TRQ,20,71.85,1,9.95,19.95
ADA49964,TRQ,TRQ,20,63.85,1,9.95,19.95
ADA49965,TRQ,TRQ,20,99.85,1,9.95,19.95
ADA49973,TRQ,TRQ,20,78.85,1,10.95,19.95
ADA49974,TRQ,TRQ,20,135.85,1,10.95,19.95
ADA49976,TRQ,TRQ,20,104.85,1,10.95,19.95
ADA49977,TRQ,TRQ,20,65.85,1,10.95,19.95
ADA49978,TRQ,TRQ,20,118.85,1,10.95,19.95
ADA65288,TRQ,TRQ,5,97.85,1,9.95,19.95
ADA65289,TRQ,TRQ,6,91.85,1,9.95,19.95
ADS00006,DIY Solutions,DIY,0,151.85,1,38.95,55.95
ADS00011,DIY Solutions,DIY,0,347.85,1,42.95,59.95
ADS00012,DIY Solutions,DIY,0,347.85,1,42.95,56.95
ADS00013,DIY Solutions,DIY,0,275.85,1,40.95,53.95
ADS00020,DIY Solutions,DIY,0,129.85,1,35.95,49.95
ADS00039,DIY Solutions,DIY,5,131.85,1,40.95,55.95
ADS00043,DIY Solutions,DIY,0,198.85,1,40.95,55.95
ADS00049,DIY Solutions,DIY,0,139.85,1,36.95,53.95
ADS00062,DIY Solutions,DIY,1,77.85,1,21.95,36.95
ADS00064,DIY Solutions,DIY,4,191.85,1,23.95,36.95
ADS00065,DIY Solutions,DIY,4,179.85,1,23.95,37.95
ADS00066,DIY Solutions,DIY,4,143.85,1,22.95,36.95
ADS00075,DIY Solutions,DIY,9,55.85,1,19.95,31.95
ADS00081,DIY Solutions,DIY,2,67.85,1,20.95,36.95
ADS00084,DIY Solutions,DIY,20,80.85,1,24.95,37.95
ADS00085,DIY Solutions,DIY,18,95.85,1,31.95,48.95
ADS00091,DIY Solutions,DIY,5,71.85,1,19.95,31.95
ADS00093,DIY Solutions,DIY,2,86.85,1,21.95,36.95
ADS00094,DIY Solutions,DIY,2,86.85,1,21.95,36.95
ADS00100,DIY Solutions,DIY,2,72.85,1,20.95,36.95
ADS00124,DIY Solutions,DIY,0,207.85,1,57.95,86.95
ADS00125,DIY Solutions,DIY,0,263.85,1,59.95,89.95
ADS00127,DIY Solutions,DIY,0,283.85,1,64.95,92.95
ADS00133,DIY Solutions,DIY,0,286.85,1,78.95,112.95
ADS00150,DIY Solutions,DIY,0,283.85,1,79.95,112.95
ADS00197,DIY Solutions,DIY,3,84.85,1,19.95,31.95
ADS00208,DIY Solutions,DIY,1,19.85,1,9.95,19.95
ADS00209,DIY Solutions,DIY,5,28.85,1,9.95,19.95
ADS00210,DIY Solutions,DIY,1,29.85,1,9.95,19.95
ADS00211,DIY Solutions,DIY,0,24.85,1,9.95,19.95
ADS00212,DIY Solutions,DIY,20,28.85,1,9.95,19.95
ADS00218,DIY Solutions,DIY,20,51.85,1,9.95,19.95
ADS00229,DIY Solutions,DIY,17,36.85,1,9.95,19.95
ADS00236,DIY Solutions,DIY,20,31.85,1,9.95,21.95
ADS00238,DIY Solutions,DIY,20,200.85,1,42.95,58.95
ADS00239,DIY Solutions,DIY,0,189.85,1,37.95,52.95
ADS00240,DIY Solutions,DIY,6,30.85,1,9.95,19.95
ADS00241,DIY Solutions,DIY,20,43.85,1,9.95,19.95
ADS00254,DIY Solutions,DIY,0,127.85,1,19.95,31.95
ADS00255,DIY Solutions,DIY,20,123.85,1,19.95,31.95
ADS00257,DIY Solutions,DIY,20,131.85,1,20.95,36.95
ADS00258,DIY Solutions,DIY,20,154.85,1,15.95,31.95
ADS00260,DIY Solutions,DIY,20,282.85,1,34.95,51.95
ADS00269,DIY Solutions,DIY,20,147.85,1,20.95,36.95
ADS00274,DIY Solutions,DIY,20,55.85,1,9.95,19.95
ADS00275,DIY Solutions,DIY,20,245.85,1,38.95,52.95
ADS00276,DIY Solutions,DIY,20,135.85,1,21.95,36.95
ADS00282,DIY Solutions,DIY,0,39.85,1,9.95,19.95
ADS00283,DIY Solutions,DIY,0,49.85,1,9.95,19.95
ADS00284,DIY Solutions,DIY,0,43.85,1,9.95,19.95
ADS00285,DIY Solutions,DIY,0,43.85,1,9.95,19.95
ADS00286,DIY Solutions,DIY,20,39.85,1,9.95,19.95
ADS00313,DIY Solutions,DIY,20,109.85,1,27.95,43.95
ADS00315,DIY Solutions,DIY,20,109.85,1,29.95,45.95
ADS00318,DIY Solutions,DIY,20,159.85,1,48.95,63.95
ADS00319,DIY Solutions,DIY,20,168.85,1,49.95,65.95
ADS00320,DIY Solutions,DIY,20,156.85,1,43.95,61.95
ADS00321,DIY Solutions,DIY,20,182.85,1,55.95,69.95
ADS00424,DIY Solutions,DIY,0,227.85,1,57.95,88.95
ADS00430,DIY Solutions,DIY,1,87.85,1,26.95,40.95
ADS00431,DIY Solutions,DIY,2,83.85,1,24.95,39.95
ADS00433,DIY Solutions,DIY,20,95.85,1,24.95,39.95
ADS00435,DIY Solutions,DIY,12,171.85,1,47.95,63.95
ADS00436,DIY Solutions,DIY,0,163.85,1,47.95,62.95
ADS00437,DIY Solutions,DIY,0,179.85,1,54.95,71.95
ADS00438,DIY Solutions,DIY,1,48.85,0,,
ADS00439,DIY Solutions,DIY,1,82.85,0,,
ADS00440,DIY Solutions,DIY,1,67.85,0,,
ADS00441,DIY Solutions,DIY,2,67.85,0,,
ADS00442,DIY Solutions,DIY,13,64.85,0,,
ADS00446,DIY Solutions,DIY,1,261.85,0,,
ADS00449,DIY Solutions,DIY,20,39.85,1,9.95,19.95
ADS00450,DIY Solutions,DIY,20,35.85,1,9.95,19.95
AIA93000,TRQ,TRQ,5,11.85,1,9.95,19.95
AIA93030,TRQ,TRQ,20,26.85,0,,
AIA93031,TRQ,TRQ,20,32.85,1,9.95,19.95
AIA93032,TRQ,TRQ,20,27.85,1,9.95,19.95
AIA93033,TRQ,TRQ,20,31.85,1,9.95,19.95
AIA93034,TRQ,TRQ,20,29.85,1,9.95,19.95
AIA93035,TRQ,TRQ,18,22.85,1,9.95,19.95
AIA93036,TRQ,TRQ,20,21.85,1,9.95,21.95
AIA93037,TRQ,TRQ,20,29.85,1,9.95,19.95
AIA93038,TRQ,TRQ,20,16.85,1,9.95,19.95
AIA93039,TRQ,TRQ,17,37.85,1,9.95,19.95
AIA93041,TRQ,TRQ,20,22.85,1,9.95,19.95
AIA93042,TRQ,TRQ,20,24.85,1,9.95,19.95
AIA93043,TRQ,TRQ,20,26.85,1,9.95,19.95
AIA93044,TRQ,TRQ,20,30.85,1,9.95,19.95
AIA93045,TRQ,TRQ,7,26.85,1,9.95,19.95
AIA93046,TRQ,TRQ,20,24.85,1,9.95,19.95
AIA93047,TRQ,TRQ,0,27.85,1,9.95,19.95
AIA93048,TRQ,TRQ,4,30.85,1,9.95,19.95
AIA93049,TRQ,TRQ,20,15.85,1,9.95,19.95
AIA93050,TRQ,TRQ,20,31.85,1,9.95,19.95
AIA93051,TRQ,TRQ,20,25.85,1,9.95,19.95
AIA93052,TRQ,TRQ,20,24.85,1,9.95,19.95
AIA93053,TRQ,TRQ,20,67.85,1,9.95,19.95
AIA93054,TRQ,TRQ,5,94.85,1,9.95,21.95
AIA93066,TRQ,TRQ,20,36.85,1,9.95,19.95
AIA93067,TRQ,TRQ,20,35.85,1,9.95,19.95
AIA93068,TRQ,TRQ,6,33.85,1,9.95,19.95
AIA93069,TRQ,TRQ,20,32.85,1,9.95,19.95
AIA93070,TRQ,TRQ,20,34.85,1,9.95,19.95
AIA93093,TRQ,TRQ,20,75.85,1,9.95,19.95
ALA94400,TRQ,TRQ,14,95.85,0,,
ALA94401,TRQ,TRQ,20,102.85,0,,
ALA94402,TRQ,TRQ,20,115.85,0,,
ALA94403,TRQ,TRQ,20,101.85,0,,
ALA94404,TRQ,TRQ,20,99.85,0,,
ALA94405,TRQ,TRQ,1,107.85,0,,
ALA94406,TRQ,TRQ,16,102.85,0,,
ALA94407,TRQ,TRQ,0,99.85,0,,
ALA94408,TRQ,TRQ,20,119.85,0,,
ALA94409,TRQ,TRQ,6,87.85,0,,
ALA94410,TRQ,TRQ,20,115.85,0,,
ALA94411,TRQ,TRQ,20,111.85,0,,
ALA94412,TRQ,TRQ,12,105.85,0,,
ALA94413,TRQ,TRQ,0,89.85,0,,
ALA94414,TRQ,TRQ,19,99.85,0,,
ALA94415,TRQ,TRQ,2,118.85,0,,
ALA94416,TRQ,TRQ,20,101.85,0,,
ALA94417,TRQ,TRQ,1,114.85,0,,
ALA94418,TRQ,TRQ,2,119.85,0,,
ALA94419,TRQ,TRQ,20,91.85,0,,
ALA94420,TRQ,TRQ,1,103.85,0,,
ALA94421,TRQ,TRQ,4,89.85,0,,
ALA94422,TRQ,TRQ,11,107.85,0,,
ALA94423,TRQ,TRQ,20,109.85,0,,
ALA94424,TRQ,TRQ,7,121.85,0,,
ALA94425,TRQ,TRQ,15,116.85,0,,
ALA94426,TRQ,TRQ,20,108.85,0,,
ALA94427,TRQ,TRQ,1,119.85,0,,
ALA94428,TRQ,TRQ,2,127.85,0,,
ALA94429,TRQ,TRQ,8,100.85,0,,
ALA94430,TRQ,TRQ,1,110.85,0,,
ALA94431,TRQ,TRQ,14,111.85,0,,
ALA94432,TRQ,TRQ,14,104.85,0,,
ALA94433,TRQ,TRQ,20,116.85,0,,
ALA94434,TRQ,TRQ,20,129.85,0,,
ALA94435,TRQ,TRQ,19,134.85,0,,
ALA94436,TRQ,TRQ,0,132.85,0,,
ALA94437,TRQ,TRQ,0,130.85,0,,
ALA94438,TRQ,TRQ,0,114.85,0,,
ALA94439,TRQ,TRQ,0,127.85,0,,
ALA94440,TRQ,TRQ,2,115.85,0,,
ALA94441,TRQ,TRQ,20,113.85,0,,
ALA94442,TRQ,TRQ,3,112.85,0,,
ALA94443,TRQ,TRQ,20,100.85,0,,
ALA94444,TRQ,TRQ,2,114.85,0,,
ALA94445,TRQ,TRQ,3,111.85,0,,
ALA94446,TRQ,TRQ,20,107.85,0,,
ALA94447,TRQ,TRQ,4,103.85,0,,
ALA94448,TRQ,TRQ,20,107.85,0,,
ALA94449,TRQ,TRQ,11,103.85,0,,
ALA94450,TRQ,TRQ,20,115.85,0,,
ALA94451,TRQ,TRQ,1,105.85,0,,
ALA94452,TRQ,TRQ,20,99.85,0,,
ALA94453,TRQ,TRQ,0,91.85,0,,
ALA94454,TRQ,TRQ,20,104.85,0,,
ALA94455,TRQ,TRQ,0,113.85,0,,
ALA94456,TRQ,TRQ,20,130.85,0,,
ALA94457,TRQ,TRQ,1,150.85,0,,
ALA94458,TRQ,TRQ,2,143.85,0,,
ALA94459,TRQ,TRQ,9,143.85,0,,
ALA94460,TRQ,TRQ,2,134.85,0,,
ALA94461,TRQ,TRQ,0,82.85,0,,
ALA94462,TRQ,TRQ,6,131.85,0,,
ALA94463,TRQ,TRQ,2,119.85,0,,
ALA94464,TRQ,TRQ,2,105.85,0,,
ALA94465,TRQ,TRQ,20,99.85,0,,
ALA94466,TRQ,TRQ,1,131.85,0,,
ALA94467,TRQ,TRQ,4,86.85,0,,
ALA94468,TRQ,TRQ,20,107.85,0,,
ALA94469,TRQ,TRQ,20,117.85,0,,
ALA94470,TRQ,TRQ,20,115.85,0,,
ALA94471,TRQ,TRQ,2,134.85,0,,
ALA94472,TRQ,TRQ,12,116.85,0,,
ALA94473,TRQ,TRQ,20,97.85,0,,
ALA94474,TRQ,TRQ,3,99.85,0,,
ALA94475,TRQ,TRQ,0,106.85,0,,
ALA94476,TRQ,TRQ,8,109.85,0,,
ALA94477,TRQ,TRQ,20,119.85,0,,
ALA94478,TRQ,TRQ,2,102.85,0,,
ALA94479,TRQ,TRQ,0,139.85,0,,
ALA94480,TRQ,TRQ,0,116.85,0,,
ALA94481,TRQ,TRQ,9,127.85,0,,
ALA94482,TRQ,TRQ,0,122.85,0,,
ALA94483,TRQ,TRQ,2,195.85,0,,
ALA94484,TRQ,TRQ,0,137.85,0,,
ALA94485,TRQ,TRQ,1,98.85,0,,
